provincia;poblacion;direccion;numero;bis;codigo_postal;prima_total;anio_antiguedad;numero_proyecto
BARCELONA;BARCELONA;GOSOL;19;;8017;;;
BARCELONA;BARCELONA;GRANADOS;11;;8017;;;
BARCELONA;BARCELONA;GRAUS;10;;8017;;;
BARCELONA;BARCELONA;IRADIER;22;;8017;;;
BARCELONA;BARCELONA;IRADIER;7;;8017;;;
BARCELONA;BARCELONA;IRADIER;2;;8017;;;
BARCELONA;BARCELONA;ISAAC ALBENIZ;10;;8017;;;
BARCELONA;BARCELONA;JACINTO BENAVENTE;20;;8017;;;
BARCELONA;BARCELONA;JACINTO BENAVENTE;8;;8017;;;
BARCELONA;BARCELONA;JACINTO BENAVENTE;21;;8017;;;
BARCELONA;BARCELONA;JAUME PIQUET;13;;8017;;;
BARCELONA;BARCELONA;JOAQUIM PENA;14;;8017;;;
BARCELONA;BARCELONA;JOAQUIM PENA;4;;8017;;;
BARCELONA;BARCELONA;JOSE DE AGULLO;6;;8017;;;
BARCELONA;BARCELONA;JOSE DE AGULLO;1;;8017;;;
BARCELONA;BARCELONA;L'ABAT SAMSO;10;;8017;;;
BARCELONA;BARCELONA;LAZARO CARDENAS;5;;8017;;;
BARCELONA;BARCELONA;LAZARO CARDENAS;1;;8017;;;
BARCELONA;BARCELONA;LAZARO CARDENAS;9;;8017;;;
BARCELONA;BARCELONA;L'EMANCIPACIO;7;;8017;;;
BARCELONA;BARCELONA;L'EMANCIPACIO;1;;8017;;;
BARCELONA;BARCELONA;L'EMANCIPACIO;10;;8017;;;
BARCELONA;BARCELONA;L'EMANCIPACIO;15;;8017;;;
BARCELONA;BARCELONA;L'EMANCIPACIO;8;;8017;;;
BARCELONA;BARCELONA;L'EMANCIPACIO;14;;8017;;;
BARCELONA;BARCELONA;L'EMANCIPACIO;13;;8017;;;
BARCELONA;BARCELONA;L'EMANCIPACIO;12;;8017;;;
BARCELONA;BARCELONA;L'EMANCIPACIO;3;;8017;;;
BARCELONA;BARCELONA;L'EMANCIPACIO;17;;8017;;;
BARCELONA;BARCELONA;L'ESGLESIA;2;;8017;;;
BARCELONA;BARCELONA;L'ESPERANÇA;36;;8017;;;
BARCELONA;BARCELONA;L'HORT DE LA VILA;41;;8017;;;
BARCELONA;BARCELONA;L'HORT DE LA VILA;43;;8017;;;
BARCELONA;BARCELONA;L'INSTITUT QUIMIC SARRIA;22;;8017;;;
BARCELONA;BARCELONA;MAJOR DE CAN CARALLEU;20;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;7;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;75;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;150;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;176;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;131;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;2;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;155;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;183;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;174;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;147;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;46;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;89;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;104;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;125;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;185;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;86;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;121;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;216;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;110;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;115;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;187;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;17;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;183;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;125;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;5;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;60;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;67;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;19;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;7;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;3;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;165;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;120;;8017;;;
BARCELONA;BARCELONA;MAJOR DE SARRIA;108;;8017;;;
BARCELONA;BARCELONA;MANUEL CORACHAN;2;;8017;;;
BARCELONA;BARCELONA;MAÑE I FLAQUER;22;;8017;;;
BARCELONA;BARCELONA;MAÑE I FLAQUER;15;;8017;;;
BARCELONA;BARCELONA;MAÑE I FLAQUER;21;;8017;;;
BARCELONA;BARCELONA;MAÑE I FLAQUER;8;;8017;;;
BARCELONA;BARCELONA;MARE DE DEU DE NURIA;24;;8017;;;
BARCELONA;BARCELONA;MARE DE DEU DE NURIA;28;;8017;;;
BARCELONA;BARCELONA;MARE DE DEU DE NURIA;8;;8017;;;
BARCELONA;BARCELONA;MARE DE DEU DE NURIA;11;;8017;;;
